(0, 0);0.96697825
(1, 0);0.0001833232
(2, 0);0.0001660264
(3, 0);0.00018407582
(4, 0);0.00018208053
(5, 0);0.00017638478
(6, 0);0.00019607441
(7, 0);0.00018681523
(8, 0);0.00016708075
(9, 0);0.00016873359
(10, 0);0.00019128849
(11, 0);0.00015970074
(12, 0);0.00016990364
(13, 0);0.00018404386
(14, 0);0.00018344107
(15, 0);0.00018672974
(16, 0);0.00016553076
(17, 0);0.0001828113
(18, 0);0.00017520536
(19, 0);0.00017460655
(20, 0);0.00018115183
(21, 0);0.00017775445
(22, 0);0.00019234655
(23, 0);0.00018123149
(24, 0);0.0001641967
(25, 0);0.00018188512
(26, 0);0.00017468982
(27, 0);0.00017649753
(28, 0);0.00018284933
(29, 0);0.00017707192
(30, 0);0.00019074962
(31, 0);0.00018592336
(32, 0);0.00017948482
(33, 0);0.00017551777
(34, 0);0.00018866616
(35, 0);0.0001780843
(36, 0);0.00017694634
(37, 0);0.00018052166
(38, 0);0.00017883879
(39, 0);0.00017610594
(40, 0);0.00017990141
(41, 0);0.00017539712
(42, 0);0.00016587858
(43, 0);0.0001709461
(44, 0);0.00017036866
(45, 0);0.0001732917
(46, 0);0.00018834941
(47, 0);0.0001745566
(48, 0);0.00019178643
(49, 0);0.00017534745
(50, 0);0.00017972084
(51, 0);0.00018301855
(52, 0);0.00017550371
(53, 0);0.0001715448
(54, 0);0.00017201315
(55, 0);0.00017706939
(56, 0);0.00016356248
(57, 0);0.00017648928
(58, 0);0.00018484473
(59, 0);0.00017157916
(60, 0);0.00019100265
(61, 0);0.00016793444
(62, 0);0.00017152386
(63, 0);0.00017810537
(64, 0);0.0001667134
(65, 0);0.00017268064
(66, 0);0.00018687868
(67, 0);0.00019077855
(68, 0);0.00020326154
(69, 0);0.00017302697
(70, 0);0.00017859097
(71, 0);0.00016579207
(72, 0);0.00018279631
(73, 0);0.00016852823
(74, 0);0.00018053302
(75, 0);0.00018196457
(76, 0);0.00017060002
(77, 0);0.00017091056
(78, 0);0.00018353364
(79, 0);0.00018419049
(80, 0);0.00018111624
(81, 0);0.00017628993
(82, 0);0.00016511593
(83, 0);0.00018063153
(84, 0);0.00017913323
(85, 0);0.00018883431
(86, 0);0.00017251637
(87, 0);0.00017373318
(88, 0);0.00016799627
(89, 0);0.00018933417
(90, 0);0.00017814511
(91, 0);0.00017920465
(92, 0);0.00016941306
(93, 0);0.0
(94, 0);0.0
(95, 0);0.0
(96, 0);0.0
(97, 0);0.0
(98, 0);0.00017376698
(99, 0);0.00018900438
(100, 0);0.00019572281
(101, 0);0.00016983852
(102, 0);0.00017731458
(103, 0);0.00017072973
(104, 0);0.00017388337
(105, 0);0.00017500197
(106, 0);0.00017288183
(107, 0);0.00016338848
(108, 0);0.00018290094
(109, 0);0.00019648398
(110, 0);0.00018009367
(111, 0);0.00018646033
(112, 0);0.000182988
(113, 0);0.00018818908
(114, 0);0.00016714801
(115, 0);0.00018408055
(116, 0);0.00016928192
(117, 0);0.000180183
(118, 0);0.00017936947
(119, 0);0.00017256573
(120, 0);0.00019968896
(121, 0);0.00018682344
(122, 0);0.00017368613
(123, 0);0.00016761365
(124, 0);0.00018182475
(125, 0);0.00018270708
(126, 0);0.00018678674
(127, 0);0.00018687334
(128, 0);0.0001652604
(129, 0);0.00018256113
(130, 0);0.00018450026
(131, 0);0.00016942566
(132, 0);0.00018139835
(133, 0);0.00018919156
(134, 0);0.00017383693
(135, 0);0.0001863789
(136, 0);0.00016023897
(137, 0);0.00018314146
(138, 0);0.00016227971
(139, 0);0.00018353172
(140, 0);0.00017408894
(141, 0);0.00018308488
(142, 0);0.00017231182
(143, 0);0.00017944339
(144, 0);0.0001851911
(145, 0);0.00017530732
(146, 0);0.0001702264
(147, 0);0.00018580903
(148, 0);0.00018919518
(149, 0);0.00017129043
(150, 0);0.00017644383
(151, 0);0.00017827666
(152, 0);0.00018266962
(153, 0);0.00017378223
(154, 0);0.00018253954
(155, 0);0.00018522536
(156, 0);0.00018191148
(157, 0);0.00017257758
(158, 0);0.00017710554
(159, 0);0.00018633482
(160, 0);0.00016846636
(161, 0);0.0001774374
(162, 0);0.00017471847
(163, 0);0.00018010724
(164, 0);0.00017775616
(165, 0);0.00018416361
(166, 0);0.00017942063
(167, 0);0.00017465983
(168, 0);0.00019934152
(169, 0);0.00018474869
(170, 0);0.00017495625
(171, 0);0.00016190778
(172, 0);0.00018372224
(173, 0);0.00017718613
(174, 0);0.00017612407
(175, 0);0.000179997
(176, 0);0.00019387936
(177, 0);0.00016332025
(178, 0);0.0001863789
(179, 0);0.00017481364
(180, 0);0.00017392232
(181, 0);0.00017218123
(182, 0);0.00019963298
(183, 0);0.0001944191
(184, 0);0.0001728985
(185, 0);0.00017937769
(186, 0);0.0001859645
(187, 0);0.00016805557
(188, 0);0.00018038467
(189, 0);0.00016482503
(190, 0);0.0001787288
(191, 0);0.0
(192, 0);0.0
